交易时间,金额,收支类型,交易对方,交易描述,支付方式,交易状态,订单号,备注,原始来源
2025-02-15 00:00:00,-15.0,支出,财付通－https:www.apple.comcnitunescharts,财付通－https:www.apple.comcnitunescharts,中信银行信用卡(5878),成功,,入账日期:2025-02-15,中信银行-已出账单明细-10.xls
2025-02-14 00:00:00,-38.0,支出,财付通－喜茶,财付通－喜茶,中信银行信用卡(5878),成功,,入账日期:2025-02-14,中信银行-已出账单明细-10.xls
2025-02-12 00:00:00,-23.9,支出,财付通－美团平台商户,财付通－美团平台商户,中信银行信用卡(5878),成功,,入账日期:2025-02-12,中信银行-已出账单明细-10.xls
2025-02-10 00:00:00,-991.18,支出,财付通－京东商城平台商户,财付通－京东商城平台商户,中信银行信用卡(5878),成功,,入账日期:2025-02-10,中信银行-已出账单明细-10.xls
2025-02-08 00:00:00,-1849.0,支出,财付通－京东商城平台商户,财付通－京东商城平台商户,中信银行信用卡(5878),成功,,入账日期:2025-02-12,中信银行-已出账单明细-10.xls
2025-02-08 00:00:00,-16.05,支出,支付宝－北京嘀嘀无限科技发展有限公司,支付宝－北京嘀嘀无限科技发展有限公司,中信银行信用卡(5878),成功,,入账日期:2025-02-08,中信银行-已出账单明细-10.xls
2025-02-08 00:00:00,-5468.0,支出,财付通－京东商城平台商户,财付通－京东商城平台商户,中信银行信用卡(5878),成功,,入账日期:2025-02-08,中信银行-已出账单明细-10.xls
2025-02-07 00:00:00,-15.8,支出,支付宝－君安药房万科云城分店,支付宝－君安药房万科云城分店,中信银行信用卡(5878),成功,,入账日期:2025-02-07,中信银行-已出账单明细-10.xls
2025-02-07 00:00:00,-23.86,支出,支付宝－北京嘀嘀无限科技发展有限公司,支付宝－北京嘀嘀无限科技发展有限公司,中信银行信用卡(5878),成功,,入账日期:2025-02-07,中信银行-已出账单明细-10.xls
2025-02-07 00:00:00,-21.0,支出,支付宝－华科大协和深圳医院门诊部,支付宝－华科大协和深圳医院门诊部,中信银行信用卡(5878),成功,,入账日期:2025-02-07,中信银行-已出账单明细-10.xls
2025-02-07 00:00:00,-18.33,支出,支付宝－北京嘀嘀无限科技发展有限公司,支付宝－北京嘀嘀无限科技发展有限公司,中信银行信用卡(5878),成功,,入账日期:2025-02-07,中信银行-已出账单明细-10.xls
2025-02-07 00:00:00,-4.9,支出,财付通－重庆奥特乐,财付通－重庆奥特乐,中信银行信用卡(5878),成功,,入账日期:2025-02-07,中信银行-已出账单明细-10.xls
2025-02-07 00:00:00,-25.92,支出,支付宝－北京嘀嘀无限科技发展有限公司,支付宝－北京嘀嘀无限科技发展有限公司,中信银行信用卡(5878),成功,,入账日期:2025-02-07,中信银行-已出账单明细-10.xls
2025-02-06 00:00:00,-35.68,支出,财付通－足购鲜生超市蓝湖国际店,财付通－足购鲜生超市蓝湖国际店,中信银行信用卡(5878),成功,,入账日期:2025-02-06,中信银行-已出账单明细-10.xls
2025-02-06 00:00:00,-43.0,支出,支付宝－中国铁路网络有限公司,支付宝－中国铁路网络有限公司,中信银行信用卡(5878),成功,,入账日期:2025-02-06,中信银行-已出账单明细-10.xls
2025-02-06 00:00:00,-9.31,支出,支付宝－北京嘀嘀无限科技发展有限公司,支付宝－北京嘀嘀无限科技发展有限公司,中信银行信用卡(5878),成功,,入账日期:2025-02-06,中信银行-已出账单明细-10.xls
2025-02-06 00:00:00,-43.0,支出,支付宝－中国铁路网络有限公司,支付宝－中国铁路网络有限公司,中信银行信用卡(5878),成功,,入账日期:2025-02-06,中信银行-已出账单明细-10.xls
2025-02-06 00:00:00,-7.96,支出,支付宝－北京嘀嘀无限科技发展有限公司,支付宝－北京嘀嘀无限科技发展有限公司,中信银行信用卡(5878),成功,,入账日期:2025-02-06,中信银行-已出账单明细-10.xls
2025-02-05 00:00:00,-5000.0,支出,网银互联还款2323,网银互联还款2323,中信银行信用卡(5878),成功,,入账日期:2025-02-05,中信银行-已出账单明细-10.xls
2025-02-05 00:00:00,-3695.3,支出,财付通－南山云城泊寓旗舰店,财付通－南山云城泊寓旗舰店,中信银行信用卡(5878),成功,,入账日期:2025-02-05,中信银行-已出账单明细-10.xls
2025-02-05 00:00:00,-20.0,支出,支付宝－王岗坪旅游景区,支付宝－王岗坪旅游景区,中信银行信用卡(5878),成功,,入账日期:2025-02-05,中信银行-已出账单明细-10.xls
2025-02-05 00:00:00,-20.0,支出,支付宝－王岗坪旅游景区,支付宝－王岗坪旅游景区,中信银行信用卡(5878),成功,,入账日期:2025-02-05,中信银行-已出账单明细-10.xls
2025-02-04 00:00:00,-152.0,支出,支付宝－喜洋洋酒店,支付宝－喜洋洋酒店,中信银行信用卡(5878),成功,,入账日期:2025-02-04,中信银行-已出账单明细-10.xls
2025-02-04 00:00:00,-822.0,支出,支付宝－汉庭星空(上海)酒店管理有限公司,支付宝－汉庭星空(上海)酒店管理有限公司,中信银行信用卡(5878),成功,,入账日期:2025-02-04,中信银行-已出账单明细-10.xls
2025-02-04 00:00:00,-274.0,支出,支付宝－汉庭星空(上海)酒店管理有限公司,支付宝－汉庭星空(上海)酒店管理有限公司,中信银行信用卡(5878),成功,,入账日期:2025-02-04,中信银行-已出账单明细-10.xls
2025-02-03 00:00:00,-102.5,支出,支付宝－成都木趣桶网络科技有限公司,支付宝－成都木趣桶网络科技有限公司,中信银行信用卡(5878),成功,,入账日期:2025-02-03,中信银行-已出账单明细-10.xls
2025-02-03 00:00:00,-50.0,支出,支付宝－中国移动,支付宝－中国移动,中信银行信用卡(5878),成功,,入账日期:2025-02-03,中信银行-已出账单明细-10.xls
2025-01-31 00:00:00,-10.0,支出,支付宝－汉源县加油站黄牛肉馆,支付宝－汉源县加油站黄牛肉馆,中信银行信用卡(5878),成功,,入账日期:2025-01-31,中信银行-已出账单明细-10.xls
2025-01-30 00:00:00,-52.9,支出,支付宝－四川省永绘企业管理有限公司蜀阳店,支付宝－四川省永绘企业管理有限公司蜀阳店,中信银行信用卡(5878),成功,,入账日期:2025-01-30,中信银行-已出账单明细-10.xls
2025-01-29 00:00:00,-12.9,支出,支付宝－北京嘀嘀无限科技发展有限公司,支付宝－北京嘀嘀无限科技发展有限公司,中信银行信用卡(5878),成功,,入账日期:2025-01-29,中信银行-已出账单明细-10.xls
2025-01-28 00:00:00,-1724.0,支出,支付宝－大宏福服饰店,支付宝－大宏福服饰店,中信银行信用卡(5878),成功,,入账日期:2025-01-28,中信银行-已出账单明细-10.xls
2025-01-27 00:00:00,-200.0,支出,财付通－向微信红包封面开放平台付款,财付通－向微信红包封面开放平台付款,中信银行信用卡(5878),成功,,入账日期:2025-01-27,中信银行-已出账单明细-10.xls
2025-01-27 00:00:00,-54.91,支出,支付宝－北京嘀嘀无限科技发展有限公司,支付宝－北京嘀嘀无限科技发展有限公司,中信银行信用卡(5878),成功,,入账日期:2025-01-27,中信银行-已出账单明细-10.xls
2025-01-27 00:00:00,-10.42,支出,支付宝－北京嘀嘀无限科技发展有限公司,支付宝－北京嘀嘀无限科技发展有限公司,中信银行信用卡(5878),成功,,入账日期:2025-01-27,中信银行-已出账单明细-10.xls
2025-01-27 00:00:00,-1.7,支出,支付宝－沃尔玛（中国）投资有限公司,支付宝－沃尔玛（中国）投资有限公司,中信银行信用卡(5878),成功,,入账日期:2025-01-27,中信银行-已出账单明细-10.xls
2025-01-27 00:00:00,-259.6,支出,支付宝－沃尔玛（中国）投资有限公司,支付宝－沃尔玛（中国）投资有限公司,中信银行信用卡(5878),成功,,入账日期:2025-01-27,中信银行-已出账单明细-10.xls
2025-01-26 00:00:00,-13.0,支出,支付宝－北京嘀嘀无限科技发展有限公司,支付宝－北京嘀嘀无限科技发展有限公司,中信银行信用卡(5878),成功,,入账日期:2025-01-26,中信银行-已出账单明细-10.xls
2025-01-26 00:00:00,-290.0,支出,支付宝－汉庭星空(上海)酒店管理有限公司,支付宝－汉庭星空(上海)酒店管理有限公司,中信银行信用卡(5878),成功,,入账日期:2025-01-26,中信银行-已出账单明细-10.xls
2025-01-26 00:00:00,-245.0,支出,支付宝－泰式热炒,支付宝－泰式热炒,中信银行信用卡(5878),成功,,入账日期:2025-01-26,中信银行-已出账单明细-10.xls
2025-01-26 00:00:00,-38.01,支出,支付宝－北京嘀嘀无限科技发展有限公司,支付宝－北京嘀嘀无限科技发展有限公司,中信银行信用卡(5878),成功,,入账日期:2025-01-26,中信银行-已出账单明细-10.xls
2025-01-25 00:00:00,-624.0,支出,支付宝－天津京超海购商贸有限公司,支付宝－天津京超海购商贸有限公司,中信银行信用卡(5878),成功,,入账日期:2025-02-14,中信银行-已出账单明细-10.xls
2025-01-25 00:00:00,-624.0,支出,支付宝－天津京超海购商贸有限公司,支付宝－天津京超海购商贸有限公司,中信银行信用卡(5878),成功,,入账日期:2025-01-25,中信银行-已出账单明细-10.xls
2025-01-25 00:00:00,-803.0,支出,支付宝－浙江天猫供应链管理有限公司,支付宝－浙江天猫供应链管理有限公司,中信银行信用卡(5878),成功,,入账日期:2025-01-25,中信银行-已出账单明细-10.xls
2025-01-25 00:00:00,-803.0,支出,支付宝－浙江天猫供应链管理有限公司,支付宝－浙江天猫供应链管理有限公司,中信银行信用卡(5878),成功,,入账日期:2025-01-25,中信银行-已出账单明细-10.xls
2025-01-25 00:00:00,-803.0,支出,支付宝－浙江天猫供应链管理有限公司,支付宝－浙江天猫供应链管理有限公司,中信银行信用卡(5878),成功,,入账日期:2025-01-25,中信银行-已出账单明细-10.xls
2025-01-25 00:00:00,-803.0,支出,支付宝－浙江天猫供应链管理有限公司,支付宝－浙江天猫供应链管理有限公司,中信银行信用卡(5878),成功,,入账日期:2025-01-25,中信银行-已出账单明细-10.xls
2025-01-25 00:00:00,-22.98,支出,支付宝－北京嘀嘀无限科技发展有限公司,支付宝－北京嘀嘀无限科技发展有限公司,中信银行信用卡(5878),成功,,入账日期:2025-01-25,中信银行-已出账单明细-10.xls
2025-01-25 00:00:00,-62.0,支出,支付宝－渝月威新店,支付宝－渝月威新店,中信银行信用卡(5878),成功,,入账日期:2025-01-25,中信银行-已出账单明细-10.xls
2025-01-25 00:00:00,-20.87,支出,支付宝－北京嘀嘀无限科技发展有限公司,支付宝－北京嘀嘀无限科技发展有限公司,中信银行信用卡(5878),成功,,入账日期:2025-01-25,中信银行-已出账单明细-10.xls
2025-01-24 00:00:00,-17.95,支出,支付宝－北京嘀嘀无限科技发展有限公司,支付宝－北京嘀嘀无限科技发展有限公司,中信银行信用卡(5878),成功,,入账日期:2025-01-24,中信银行-已出账单明细-10.xls
2025-01-23 00:00:00,-930.0,支出,支付宝－浙江天猫供应链管理有限公司,支付宝－浙江天猫供应链管理有限公司,中信银行信用卡(5878),成功,,入账日期:2025-01-23,中信银行-已出账单明细-10.xls
2025-01-23 00:00:00,-813.0,支出,支付宝－浙江天猫供应链管理有限公司,支付宝－浙江天猫供应链管理有限公司,中信银行信用卡(5878),成功,,入账日期:2025-01-23,中信银行-已出账单明细-10.xls
2025-01-23 00:00:00,-813.0,支出,支付宝－浙江天猫供应链管理有限公司,支付宝－浙江天猫供应链管理有限公司,中信银行信用卡(5878),成功,,入账日期:2025-01-23,中信银行-已出账单明细-10.xls
2025-01-23 00:00:00,-12000.0,支出,网银互联还款2323,网银互联还款2323,中信银行信用卡(5878),成功,,入账日期:2025-01-23,中信银行-已出账单明细-10.xls
2025-01-23 00:00:00,-18.48,支出,支付宝－北京嘀嘀无限科技发展有限公司,支付宝－北京嘀嘀无限科技发展有限公司,中信银行信用卡(5878),成功,,入账日期:2025-01-23,中信银行-已出账单明细-10.xls
2025-01-23 00:00:00,-930.0,支出,支付宝－浙江天猫供应链管理有限公司,支付宝－浙江天猫供应链管理有限公司,中信银行信用卡(5878),成功,,入账日期:2025-01-23,中信银行-已出账单明细-10.xls
2025-01-22 00:00:00,-1320.5,支出,支付宝－中国铁路网络有限公司,支付宝－中国铁路网络有限公司,中信银行信用卡(5878),成功,,入账日期:2025-02-03,中信银行-已出账单明细-10.xls
2025-01-22 00:00:00,-1168.5,支出,支付宝－携程旅行网,支付宝－携程旅行网,中信银行信用卡(5878),成功,,入账日期:2025-01-25,中信银行-已出账单明细-10.xls
2025-01-22 00:00:00,-130.0,支出,支付宝-中国铁路网络有限公司,支付宝-中国铁路网络有限公司,中信银行信用卡(5878),成功,,入账日期:2025-01-23,中信银行-已出账单明细-10.xls
2025-01-22 00:00:00,-10.0,支出,支付宝－携程旅行网,支付宝－携程旅行网,中信银行信用卡(5878),成功,,入账日期:2025-01-22,中信银行-已出账单明细-10.xls
2025-01-22 00:00:00,-10.0,支出,支付宝－携程旅行网,支付宝－携程旅行网,中信银行信用卡(5878),成功,,入账日期:2025-01-22,中信银行-已出账单明细-10.xls
2025-01-22 00:00:00,-1168.5,支出,支付宝－携程旅行网,支付宝－携程旅行网,中信银行信用卡(5878),成功,,入账日期:2025-01-22,中信银行-已出账单明细-10.xls
2025-01-22 00:00:00,-1390.0,支出,支付宝－中国铁路网络有限公司,支付宝－中国铁路网络有限公司,中信银行信用卡(5878),成功,,入账日期:2025-01-22,中信银行-已出账单明细-10.xls
2025-01-22 00:00:00,-1390.0,支出,支付宝－中国铁路网络有限公司,支付宝－中国铁路网络有限公司,中信银行信用卡(5878),成功,,入账日期:2025-01-22,中信银行-已出账单明细-10.xls
2025-01-22 00:00:00,-15.95,支出,支付宝－北京嘀嘀无限科技发展有限公司,支付宝－北京嘀嘀无限科技发展有限公司,中信银行信用卡(5878),成功,,入账日期:2025-01-22,中信银行-已出账单明细-10.xls
2025-01-21 00:00:00,-15.61,支出,支付宝－北京嘀嘀无限科技发展有限公司,支付宝－北京嘀嘀无限科技发展有限公司,中信银行信用卡(5878),成功,,入账日期:2025-01-21,中信银行-已出账单明细-10.xls
2025-01-20 00:00:00,-23.34,支出,支付宝－滴滴出行科技有限公司,支付宝－滴滴出行科技有限公司,中信银行信用卡(5878),成功,,入账日期:2025-01-20,中信银行-已出账单明细-10.xls
2025-01-20 00:00:00,-15.61,支出,支付宝－北京嘀嘀无限科技发展有限公司,支付宝－北京嘀嘀无限科技发展有限公司,中信银行信用卡(5878),成功,,入账日期:2025-01-20,中信银行-已出账单明细-10.xls
2025-01-18 00:00:00,-19.25,支出,支付宝－高德打车,支付宝－高德打车,中信银行信用卡(5878),成功,,入账日期:2025-01-18,中信银行-已出账单明细-10.xls
2025-01-18 00:00:00,-14.0,支出,支付宝－无印良品（上海）商业有限公司,支付宝－无印良品（上海）商业有限公司,中信银行信用卡(5878),成功,,入账日期:2025-01-18,中信银行-已出账单明细-10.xls
2025-01-18 00:00:00,-132.0,支出,支付宝－深圳市立行餐饮管理有限公司,支付宝－深圳市立行餐饮管理有限公司,中信银行信用卡(5878),成功,,入账日期:2025-01-18,中信银行-已出账单明细-10.xls
2025-01-18 00:00:00,-16.97,支出,支付宝－北京嘀嘀无限科技发展有限公司,支付宝－北京嘀嘀无限科技发展有限公司,中信银行信用卡(5878),成功,,入账日期:2025-01-18,中信银行-已出账单明细-10.xls
2025-01-18 00:00:00,-24.8,支出,支付宝－陈瞎妮,支付宝－陈瞎妮,中信银行信用卡(5878),成功,,入账日期:2025-01-18,中信银行-已出账单明细-10.xls
2025-01-17 00:00:00,-26.46,支出,支付宝－北京嘀嘀无限科技发展有限公司,支付宝－北京嘀嘀无限科技发展有限公司,中信银行信用卡(5878),成功,,入账日期:2025-01-17,中信银行-已出账单明细-10.xls
2025-01-17 00:00:00,-19.0,支出,支付宝－圳卤力,支付宝－圳卤力,中信银行信用卡(5878),成功,,入账日期:2025-01-17,中信银行-已出账单明细-10.xls
2025-01-17 00:00:00,-18.51,支出,支付宝－北京嘀嘀无限科技发展有限公司,支付宝－北京嘀嘀无限科技发展有限公司,中信银行信用卡(5878),成功,,入账日期:2025-01-17,中信银行-已出账单明细-10.xls
2025-01-12 00:00:00,-10.0,支出,支付宝－携程旅行网,支付宝－携程旅行网,中信银行信用卡(5878),成功,,入账日期:2025-01-25,中信银行-已出账单明细-10.xls
2025-01-12 00:00:00,-1401.0,支出,支付宝－中国铁路网络有限公司,支付宝－中国铁路网络有限公司,中信银行信用卡(5878),成功,,入账日期:2025-01-22,中信银行-已出账单明细-10.xls
2025-01-12 00:00:00,-1132.5,支出,支付宝－中国铁路网络有限公司,支付宝－中国铁路网络有限公司,中信银行信用卡(5878),成功,,入账日期:2025-01-22,中信银行-已出账单明细-10.xls
2025-01-12 00:00:00,-1490.0,支出,支付宝－中国铁路网络有限公司,支付宝－中国铁路网络有限公司,中信银行信用卡(5878),成功,,入账日期:2025-01-22,中信银行-已出账单明细-10.xls
2025-01-11 00:00:00,-1500.0,支出,支付宝－携程旅行网,支付宝－携程旅行网,中信银行信用卡(5878),成功,,入账日期:2025-01-23,中信银行-已出账单明细-10.xls
2025-01-16 00:00:00,-14.82,支出,支付宝－北京嘀嘀无限科技发展有限公司,支付宝－北京嘀嘀无限科技发展有限公司,中信银行信用卡(5878),成功,,入账日期:2025-01-16,中信银行-已出账单明细-11.xls
2025-01-15 00:00:00,-15.17,支出,支付宝－北京嘀嘀无限科技发展有限公司,支付宝－北京嘀嘀无限科技发展有限公司,中信银行信用卡(5878),成功,,入账日期:2025-01-15,中信银行-已出账单明细-11.xls
2025-01-14 00:00:00,-8.9,支出,支付宝－广州有家实业有限公司,支付宝－广州有家实业有限公司,中信银行信用卡(5878),成功,,入账日期:2025-01-14,中信银行-已出账单明细-11.xls
2025-01-14 00:00:00,-35.82,支出,支付宝－小女当家,支付宝－小女当家,中信银行信用卡(5878),成功,,入账日期:2025-01-14,中信银行-已出账单明细-11.xls
2025-01-14 00:00:00,-14.47,支出,支付宝－北京嘀嘀无限科技发展有限公司,支付宝－北京嘀嘀无限科技发展有限公司,中信银行信用卡(5878),成功,,入账日期:2025-01-14,中信银行-已出账单明细-11.xls
2025-01-13 00:00:00,-14.47,支出,支付宝－北京嘀嘀无限科技发展有限公司,支付宝－北京嘀嘀无限科技发展有限公司,中信银行信用卡(5878),成功,,入账日期:2025-01-13,中信银行-已出账单明细-11.xls
2025-01-12 00:00:00,-41.0,支出,支付宝－中国铁路网络有限公司,支付宝－中国铁路网络有限公司,中信银行信用卡(5878),成功,,入账日期:2025-01-15,中信银行-已出账单明细-11.xls
2025-01-12 00:00:00,-30.67,支出,支付宝－果然鲜(万科云城店),支付宝－果然鲜(万科云城店),中信银行信用卡(5878),成功,,入账日期:2025-01-12,中信银行-已出账单明细-11.xls
2025-01-12 00:00:00,-50.0,支出,支付宝－风驰黑炭,支付宝－风驰黑炭,中信银行信用卡(5878),成功,,入账日期:2025-01-12,中信银行-已出账单明细-11.xls
2025-01-12 00:00:00,-1401.0,支出,支付宝－中国铁路网络有限公司,支付宝－中国铁路网络有限公司,中信银行信用卡(5878),成功,,入账日期:2025-01-12,中信银行-已出账单明细-11.xls
2025-01-12 00:00:00,-1401.0,支出,支付宝－中国铁路网络有限公司,支付宝－中国铁路网络有限公司,中信银行信用卡(5878),成功,,入账日期:2025-01-12,中信银行-已出账单明细-11.xls
2025-01-12 00:00:00,-1401.0,支出,支付宝－中国铁路网络有限公司,支付宝－中国铁路网络有限公司,中信银行信用卡(5878),成功,,入账日期:2025-01-12,中信银行-已出账单明细-11.xls
2025-01-12 00:00:00,-10.0,支出,支付宝－携程旅行网,支付宝－携程旅行网,中信银行信用卡(5878),成功,,入账日期:2025-01-12,中信银行-已出账单明细-11.xls
2025-01-12 00:00:00,-1132.5,支出,支付宝－中国铁路网络有限公司,支付宝－中国铁路网络有限公司,中信银行信用卡(5878),成功,,入账日期:2025-01-12,中信银行-已出账单明细-11.xls
2025-01-12 00:00:00,-1490.0,支出,支付宝－中国铁路网络有限公司,支付宝－中国铁路网络有限公司,中信银行信用卡(5878),成功,,入账日期:2025-01-12,中信银行-已出账单明细-11.xls
2025-01-12 00:00:00,-1490.0,支出,支付宝－中国铁路网络有限公司,支付宝－中国铁路网络有限公司,中信银行信用卡(5878),成功,,入账日期:2025-01-12,中信银行-已出账单明细-11.xls
2025-01-12 00:00:00,-1490.0,支出,支付宝－中国铁路网络有限公司,支付宝－中国铁路网络有限公司,中信银行信用卡(5878),成功,,入账日期:2025-01-12,中信银行-已出账单明细-11.xls
2025-01-12 00:00:00,-1168.5,支出,支付宝－中国铁路网络有限公司,支付宝－中国铁路网络有限公司,中信银行信用卡(5878),成功,,入账日期:2025-01-12,中信银行-已出账单明细-11.xls
2025-01-11 00:00:00,-1490.0,支出,支付宝－中国铁路网络有限公司,支付宝－中国铁路网络有限公司,中信银行信用卡(5878),成功,,入账日期:2025-01-12,中信银行-已出账单明细-11.xls
2025-01-11 00:00:00,-60.0,支出,支付宝－携程旅行网,支付宝－携程旅行网,中信银行信用卡(5878),成功,,入账日期:2025-01-12,中信银行-已出账单明细-11.xls
2025-01-11 00:00:00,-1168.5,支出,支付宝－携程旅行网,支付宝－携程旅行网,中信银行信用卡(5878),成功,,入账日期:2025-01-12,中信银行-已出账单明细-11.xls
2025-01-11 00:00:00,-12.6,支出,支付宝－北京嘀嘀无限科技发展有限公司,支付宝－北京嘀嘀无限科技发展有限公司,中信银行信用卡(5878),成功,,入账日期:2025-01-11,中信银行-已出账单明细-11.xls
2025-01-11 00:00:00,-1490.0,支出,支付宝－中国铁路网络有限公司,支付宝－中国铁路网络有限公司,中信银行信用卡(5878),成功,,入账日期:2025-01-11,中信银行-已出账单明细-11.xls
2025-01-11 00:00:00,-1500.0,支出,支付宝－携程旅行网,支付宝－携程旅行网,中信银行信用卡(5878),成功,,入账日期:2025-01-11,中信银行-已出账单明细-11.xls
2025-01-11 00:00:00,-426.0,支出,支付宝-上海顺途科技有限公司,支付宝-上海顺途科技有限公司,中信银行信用卡(5878),成功,,入账日期:2025-01-11,中信银行-已出账单明细-11.xls
2025-01-11 00:00:00,-1228.5,支出,支付宝－携程旅行网,支付宝－携程旅行网,中信银行信用卡(5878),成功,,入账日期:2025-01-11,中信银行-已出账单明细-11.xls
2025-01-11 00:00:00,-1228.5,支出,支付宝－携程旅行网,支付宝－携程旅行网,中信银行信用卡(5878),成功,,入账日期:2025-01-11,中信银行-已出账单明细-11.xls
2025-01-11 00:00:00,-1228.5,支出,支付宝－携程旅行网,支付宝－携程旅行网,中信银行信用卡(5878),成功,,入账日期:2025-01-11,中信银行-已出账单明细-11.xls
2025-01-11 00:00:00,-426.0,支出,支付宝－上海顺途科技有限公司,支付宝－上海顺途科技有限公司,中信银行信用卡(5878),成功,,入账日期:2025-01-11,中信银行-已出账单明细-11.xls
2025-01-10 00:00:00,-752.5,支出,支付宝-携程旅行网,支付宝-携程旅行网,中信银行信用卡(5878),成功,,入账日期:2025-01-11,中信银行-已出账单明细-11.xls
2025-01-10 00:00:00,-80.0,支出,财付通－串小耶四方坪店,财付通－串小耶四方坪店,中信银行信用卡(5878),成功,,入账日期:2025-01-10,中信银行-已出账单明细-11.xls
2025-01-10 00:00:00,-104.0,支出,财付通－串小耶四方坪店,财付通－串小耶四方坪店,中信银行信用卡(5878),成功,,入账日期:2025-01-10,中信银行-已出账单明细-11.xls
2025-01-10 00:00:00,-16.65,支出,支付宝－北京嘀嘀无限科技发展有限公司,支付宝－北京嘀嘀无限科技发展有限公司,中信银行信用卡(5878),成功,,入账日期:2025-01-10,中信银行-已出账单明细-11.xls
2025-01-10 00:00:00,-752.5,支出,支付宝－携程旅行网,支付宝－携程旅行网,中信银行信用卡(5878),成功,,入账日期:2025-01-10,中信银行-已出账单明细-11.xls
2025-01-09 00:00:00,-16.19,支出,支付宝－北京嘀嘀无限科技发展有限公司,支付宝－北京嘀嘀无限科技发展有限公司,中信银行信用卡(5878),成功,,入账日期:2025-01-09,中信银行-已出账单明细-11.xls
2025-01-08 00:00:00,-14.82,支出,支付宝－北京嘀嘀无限科技发展有限公司,支付宝－北京嘀嘀无限科技发展有限公司,中信银行信用卡(5878),成功,,入账日期:2025-01-08,中信银行-已出账单明细-11.xls
2025-01-07 00:00:00,-14.81,支出,支付宝－北京嘀嘀无限科技发展有限公司,支付宝－北京嘀嘀无限科技发展有限公司,中信银行信用卡(5878),成功,,入账日期:2025-01-07,中信银行-已出账单明细-11.xls
2025-01-07 00:00:00,-22.78,支出,支付宝－果然鲜(万科云城店),支付宝－果然鲜(万科云城店),中信银行信用卡(5878),成功,,入账日期:2025-01-07,中信银行-已出账单明细-11.xls
2025-01-07 00:00:00,-14.82,支出,支付宝－北京嘀嘀无限科技发展有限公司,支付宝－北京嘀嘀无限科技发展有限公司,中信银行信用卡(5878),成功,,入账日期:2025-01-07,中信银行-已出账单明细-11.xls
2025-01-06 00:00:00,-16.2,支出,支付宝－广州有家实业有限公司,支付宝－广州有家实业有限公司,中信银行信用卡(5878),成功,,入账日期:2025-01-06,中信银行-已出账单明细-11.xls
2025-01-06 00:00:00,-14.82,支出,支付宝－北京嘀嘀无限科技发展有限公司,支付宝－北京嘀嘀无限科技发展有限公司,中信银行信用卡(5878),成功,,入账日期:2025-01-06,中信银行-已出账单明细-11.xls
2025-01-05 00:00:00,-12.15,支出,支付宝－北京嘀嘀无限科技发展有限公司,支付宝－北京嘀嘀无限科技发展有限公司,中信银行信用卡(5878),成功,,入账日期:2025-01-05,中信银行-已出账单明细-11.xls
2025-01-05 00:00:00,-7.87,支出,支付宝－北京嘀嘀无限科技发展有限公司,支付宝－北京嘀嘀无限科技发展有限公司,中信银行信用卡(5878),成功,,入账日期:2025-01-05,中信银行-已出账单明细-11.xls
2025-01-05 00:00:00,-52.0,支出,支付宝－启东市亿任网络科技有限公司,支付宝－启东市亿任网络科技有限公司,中信银行信用卡(5878),成功,,入账日期:2025-01-05,中信银行-已出账单明细-11.xls
2025-01-04 00:00:00,-102.5,支出,支付宝－成都木趣桶网络科技有限公司,支付宝－成都木趣桶网络科技有限公司,中信银行信用卡(5878),成功,,入账日期:2025-01-04,中信银行-已出账单明细-11.xls
2025-01-03 00:00:00,-16.54,支出,支付宝－北京嘀嘀无限科技发展有限公司,支付宝－北京嘀嘀无限科技发展有限公司,中信银行信用卡(5878),成功,,入账日期:2025-01-03,中信银行-已出账单明细-11.xls
2025-01-03 00:00:00,-3708.28,支出,财付通－南山云城泊寓旗舰店,财付通－南山云城泊寓旗舰店,中信银行信用卡(5878),成功,,入账日期:2025-01-03,中信银行-已出账单明细-11.xls
2025-01-03 00:00:00,-10411.54,支出,网银互联还款2323,网银互联还款2323,中信银行信用卡(5878),成功,,入账日期:2025-01-03,中信银行-已出账单明细-11.xls
2025-01-03 00:00:00,-23.96,支出,支付宝－北京嘀嘀无限科技发展有限公司,支付宝－北京嘀嘀无限科技发展有限公司,中信银行信用卡(5878),成功,,入账日期:2025-01-03,中信银行-已出账单明细-11.xls
2025-01-02 00:00:00,-15.61,支出,支付宝－北京嘀嘀无限科技发展有限公司,支付宝－北京嘀嘀无限科技发展有限公司,中信银行信用卡(5878),成功,,入账日期:2025-01-02,中信银行-已出账单明细-11.xls
2025-01-01 00:00:00,-22.15,支出,支付宝－北京嘀嘀无限科技发展有限公司,支付宝－北京嘀嘀无限科技发展有限公司,中信银行信用卡(5878),成功,,入账日期:2025-01-01,中信银行-已出账单明细-11.xls
2025-01-01 00:00:00,-17.0,支出,财付通－个体西安油泼面,财付通－个体西安油泼面,中信银行信用卡(5878),成功,,入账日期:2025-01-01,中信银行-已出账单明细-11.xls
2025-01-01 00:00:00,-16.0,支出,财付通－蜜雪冰城,财付通－蜜雪冰城,中信银行信用卡(5878),成功,,入账日期:2025-01-01,中信银行-已出账单明细-11.xls
2025-01-01 00:00:00,-12.0,支出,财付通－山东杂粮煎饼德雅路店,财付通－山东杂粮煎饼德雅路店,中信银行信用卡(5878),成功,,入账日期:2025-01-01,中信银行-已出账单明细-11.xls
